,text,label
1281,Obamacare cuts seniors Medicare.,0
1282,The refusal of many federal employees to fly coach costs taxpayers $146 million annually.,1
1283,Florida spends more than $300 million a year just on children repeating pre-K through 3rd grade.,1
1284,Milwaukee County Sheriff David A. Clarke Jr. advised citizens to point that barrel center mass and pull the trigger because 911 is not our best option.,1
1285,Almost 37 percent of the total income from Planned Parenthood is from abortions.,0
1286,The United States has the highest rate of childhood poverty of almost any major country on Earth.,1
1287,Under Governor Almond the RI DMV had a program that allowed undocumented [people to] use their Personal Tax Identification Number . . . to apply [for] and receive a RI drivers license.,1
1288,Illegal aliens cost the state of Rhode Island $400 million a year.,0
1289,Says Eric Cantor voted to assure Congress would be paid if the government shut down and against guaranteeing troops would be paid.,0
1290,"If Congress froze the current spending level and then cut it by 2 percent annually, we could balance the budget in five years.",1
1291,Every (Wisconsin) legislator that votes for this bill will have to give up the same amount of pay as other state employees.,1
1292,"Marco Rubio controlled funds that ""out of the $600,000 that were raised, only $4,000 went to candidates to try to improve their chances to be elected to office.""",1
1293,Says Hillary Clintons campaign hasnt been clear about when she wiped herserverof her work emails.,1
1294,Says Rep. Jon Runyan voted to redefine rape.,0
1295,Ted Cruz is mathematically out of winning the race.,1
1296,John Paul Stevens is the only Protestant on the U.S. Supreme Court.,1
1297,Eighty percent of the antibiotics in this country are fed to livestock.,1
1298,"This year, Eric Cantor has received more money from oil companies than any other member of Congress.",0
1299,Says Rep. Steve Stockman basically wants gun-filled zones in schools.,1
1300,Says military expenditures for the United States are greater than the combined spending of the next 14 largest nations.,1
1301,"The Iran deal says that if any other country tries to undermine (Irans) nuclear program, we have to help them defend themselves against Israel, Egypt, Saudis, our own allies.",0
1302,"Rick Scotts Administration spent over $100,000 of taxpayer money during their first voter purge attempt in 2012.",0
1303,We are number one in the world when it comes to energy resources. ... The Russians are second; Saudi Arabia is number three.,1
1304,The Agriculture Department estimates that roughly 42 percent of the corn crop will be used to make ethanol -- more than the amount of corn used to feed livestock and poultry in the United States.,1
1305,"In 1913, it was legal to mail children.",0
1306,"Tonight in Ohio, more people came out to vote for Barack Obama in an unopposed race than voted for (Mitt) Romney and (Rick) Santorum combined.",0
1307,"Democrats compare the infrastructure programs in the stimulus to the Eisenhower interstate program, ""but he proposed a $500 billion highway system, and they're going to put $30 billion"" into roads and bridges.",1
1308,Congressman (Tom) Cotton is the only Arkansan in Congress -- Democrat or Republican -- to vote against disaster relief five times.,1
1309,"""The U.S. Navy has sailed ships around the world for 60 years with nuclear power plants on them and we've never had an accident.""",1
1310,No openly gay man has ever been elected to the Georgia Legislature.,1
1311,"U.S. Reps. Eric Cantor and Luis Gutierrez were touring the country last year joined at the hip, working together in a bipartisan fashion indeed for the goal of immigration reform.",0
1312,The $5 billion website for Obamacare never worked. Still doesnt work.,0
1313,It takes almost a year for a refugee to be processed in the United States.,1
1314,"Congressman Ryan has secured a grand total of $116,838,763 to date (for the Mahoning Valley) and has an additional $27,095,000 pending in FY2010 spending bills.",1
1315,"""In North Carolina, they used stimulus money to hire one new state worker. His job, apply for more stimulus funds from the taxpayers by the way of the federal government.""",0
1316,"""If Sen. Hillary Clinton could enact all of her campaign proposals, taxpayers would be faced with financing more than $777.6-billion in new spending over one White House term.""",1
1317,"Dan Gecker voted to double vehicle registration fees, costing (Chesterfield) county residents over $6 million annually.",0
1318,"""A lot of people don't know that 50,000 Americans now make their living off eBay.""",1
1319,I dont know anything about David Duke.,0
1320,80 to 85 percent of my campaign funds go to donations to various organizations throughout the City of Providence.,0
1321,Only 3 percent of voters 18 to 34 dont believe that climate change is really happening.,1
1322,Says U.S. Senate candidate Joni Ernst does not support a national minimum wage.,1
1323,Birthers have obtained a copy of Obamas Kenyan birth certificate.,0
1324,Keystone means unlocking the Canadian tar sands.,0
1325,"The working tax cut created over 40,000 new jobs in just the last four years.",0
1326,There are at least twice as many licensed firearm dealers in California as there are McDonalds.,1
1327,I played in a game here against the Pittsburgh Steelers where there was 23 inches of snow. We played in at least 15 inches of that.,0
1328,It is the Department of Homeland Security's view that returning military veterans and gun owners are likely to commit terrorist acts.,0
1329,Data on violent crime shows Wisconsin has become less safe than it was when Scott Walker took office.,0
1330,The Boston Marathon bombing is the fifth case in which U.S. government officials examined individuals potentially involved in terrorism and felt they were no threat and they went on to carry out terrorist murders.,1
1331,"In 2006, Donald Trump was hoping for a real estate crash.",1
1332,The Republican leadership's budget proposal doesn't contain any numbers.,1
1333,Says 1 in 7 American families is on food stamps.,1
1334,"The Kenosha casino would be one of the states largest employers and pay more to the state than any other company or Tribe essentially, it would be Wisconsins biggest taxpayer.",1
1335,Our race was the closest U.S. Senate race in Ohio in 36 years -- when Howard Metzenbaum defeated Robert Taft in 1976.,1
1336,"""We have drawn down to presurge levels. Basra, Mosul and now Sadr City are quiet and it's long and it's tough and there will be setbacks.""",0
1337,"Says Austins treated wastewater, put into the Colorado River, is of higher quality than water the city takes from the lake for public use.",1
1338,"An amendment to the House health reform bill ""puts new restrictions on women's access to abortion coverage in the private health insurance market even when they would pay premiums with their own money.""",0
1339,"As president, Barack Obama has never visited Israel.",1
1340,Were the worst state in the country at moving people from welfare to work.,0
1341,Says the private sector in Texas created 1 million jobs over the past decade.,1
1342,Pentagon confirms they may court martial soldiers who hold Christian faith.,0
1343,Cobb is one of the largest school systems (in the nation) that is debt free.,1
1344,Weve got more revenue than we ever have.,0
1345,"Between 2010 and 2014, there was no net in-migration from Mexico.",1
1346,The Social Security disability fund is going belly up in 2016.,1
1347,"A shocking 20 veterans are committing suicide each and every day, especially our older veterans.",1
1348,"Today, the five largest financial institutions are 38 percent bigger than they were back in 2008, when they were too big to fail.",1
1349,"The House did vote against engagement in Kosovo, and Bill Clinton kept fighting anyway. And, then, ultimately, a vote did pass.",1
1350,Did you know that the U.S. is one of the very few nations in the world without an official language?,1
1351,"Every time weve increased the minimum wage, weve seen a growth in jobs.",0
1352,"""The Florida Legislature raised taxes and fees by almost $2 billion"" in the 2009 session.",1
1353,We have more people working in clean and green energy than in oil and gas in this country.,1
1354,"Florida has 1,200 golf courses. I think 58 million rounds played a year in Florida. Weve got 44 percent of all travel golf in the country here. 5 million people come here just for golf.",1
1355,Says Hillary Clinton had an undercover nurse with her at the Sept. 11 memorial ceremony in New York.,0
1356,Only 50 percent of students from Milwaukee public high schools go on to a two-or four-year college.,1
1357,The fastest-growing part of the Pentagons budget are health care expenses.,1
1358,"Inflation-adjusted defense spending has declined 21 percent since 2010, and even if we discount the drawdowns in Iraq and Afghanistan, it has still declined by a dangerous 12 percent.",1
1359,"According to ATF data, 70 percent of firearms recovered and traced in drug cartel crimes in Mexico originated from the United States.",1
1360,The two worst counties for (Medicaid) fraud in the country -- not state -- are Dade and Broward county.,1
1361,"Fireworks have never been safer, and their use continues to increase each year.",1
1362,Says Donald Trump and Ron Johnson oppose a womans right to choose and Johnson voted against the Violence Against Women Act.,1
1363,"Says over 40 percent of recent county bonds are for Precinct One, northeast Travis County, because he is quick to identify projects that help make the East Side a desirable place to live.",1
1364,Medicare passed with virtually no Republican support.,0
1365,Says Wisconsin state Senate President Michael Elllis (R-Neenah) broke Senate rules during debate on a photo ID bill for voters.,0
1366,Sen. Hutchison abandoned Republicans and stood with Democrats to ensure health care legislation would pass quickly.,0
1367,Its warmer on Mars than it is in parts of the United States and Canada during the polar vortex.,0
1368,"Says the Department of Homeland Security has ordered enough rounds of .40 caliber ammunition to kill every man, woman and child in the United States, possibly to combat massive civil unrest or an invasion by a foreign power.",0
1369,"If a President Romney got a call from the president of the (Mormon church), he has no choice but to obey. It is obedience over family and country.",0
1370,Under Gov. Rick Perrys leadership [Texas] has created more jobs over the last decade than the rest of the states combined.,0
1371,Says Scott Bruun supports cutting the Department of Commerce and eliminating NOAA.,1
1372,Says only 25 percent of Texas high school students graduate prepared for college or careers.,0
1373,"Blue Cross new $90-million Providence headquarters ""was outfitted with $25 million in decor.""",0
1374,"Nationally, the unemployment rate for veterans is far greater than the national unemployment rate, and Wisconsin is one of those rare examples where unemployment is actually lower for veterans than it is for the population as a whole and certainly lower than it is nationally.",1
1375,"Under Pat McCrory, (North Carolina) has fallen to 41st in teacher pay.",0
1376,"More than 27,000 Rhode Island jobs depend on trade with Canada.",1
1377,"I have had to fill out FEC reports for the past six years now, and theyre much more detailed than a tax return...",0
1378,Says Wisconsin Attorney General J.B. Van Hollen knew about (the Ken Kratz sexting) case for nearly a year and did nothing about it.,0
1379,"He leant his name to a bill, did little or nothing three years ago to try to get it passed, (and) since then has done absolutely nothing other than disavow any attempt to move on the legislation.",0
1380,"An Environmental Protection Agency regulation that goes into effect Jan. 1, 2012, regulates dust.",0
1381,More businesses went out of business last year than were started for the first time in our history.,0
1382,Says Hillary Clinton has not answered a single question about her immigration plan.,0
1383,Says Donald Trump literally has no plans to make higher education more affordable.,1
1384,Says Houston National Cemetery is preventing Christian prayers from being said at military funerals.,0
1385,Was Martha Kanter dispatched to Corvallis with $17 million in stimulus money to save Craig Robinsons job?,0
1386,Franklin Roosevelt (was) the last president to come to the Congress to ask for permission to engage into war.,1
1387,Says the proposed fiscal year 2013 budget is still below the level of state spending when I took office.,1
1388,I asked (then-Secretary of State Condoleezza Rice) how many people had died and she did not know the answer to that question.,0
1389,"In Massachusetts, Scott Browns Republican affiliation is not a secret, but clearly not on display.",1
1390,"""John McCain's top foreign policy adviser lobbied for... the Republic of Georgia, and McCain has mirrored the position advocated by the government.""",1
1391,"Every month since 9/11, there have been as many suicide attacks against the United States and its allies as there were in all the years leading up to 9/11.",1
1392,Fifty percent of Speaker Gingrichs tax plan goes to the top 1 percent.,1
1393,Says Donald Trump promised the mass deportation of Latino families.,1
1394,"Palin ""stopped the Bridge to Nowhere.""",0
1395,Says the state tax burden per citizen in New York is twice as high as in Florida.,1
1396,Two thirds of the people in Wisconsin strongly disagree with this idea of permanently taking away peoples rights to collective bargaining.,0
1397,Says Eric Cantor was the co-author of the House GOP principles on immigration reform. Both the New York Times and the Washington Postsaid that thatcaptured the essence of what was in the Senate immigration bill.,1
1398,Wisconsins 6th congressional district has more manufacturing jobs than almost any other in the nation.,1
1399,I lost my health insurance and my doctor because of Obamacare.,0
1400,"As far as standing committees, we have 10 fewer standing committees. So weve saved the state about a quarter-of-a-million dollars through the reduction of the standing committees.",0
1401,"(Obamas) entire national security team, including his secretary of state, said we want to arm and train and equip (Syrian rebel forces), and he made the unilateral decision to turn them down.",1
1402,"Governor-elect Scott Walkers opposition to high-speed rail killed 13,000 Wisconsin jobs",0
1403,The only candidate pocketing big money from people who want to destroy coal is Mitch McConnell.,0
1404,"The Trans-Pacific Partnership knocks out 18,000 tariffs that other countries place on American products and goods.",1
1405,$16 trillion (the national debt) in $1 bills would cover the entire state of Ohio nearly 1.5 times.,1
1406,Tommy Thompson wanted to implant data chips in humans.,1
1407,Says New Jersey is 50th in return of our federal tax dollars.,1
1408,Granite Staters who hold individual policies from Anthem...can indeed renew their policies and keep their current doctors and hospitals in 2014.,1
1409,The U.S. Senate has one manufacturer thatd be me.,1
1410,"Because of the health care law, by 2017, we will be funneling over $100 billion annually to private insurance companies.",1
1411,"Says Walmart employees represent the largest group of Medicaid and food stamp recipients in many states, costing the taxpayer $1,000 per worker.",1
1412,"Oregon today has 100,000 more jobs than it did when I was elected.",1
1413,Says Cory Gardner championed an eight-year crusade to outlaw birth control here in Colorado.,1
1414,There are actually only 30 countries that practice birthright citizenship.,1
1415,"In the U.S. Senate, Barack Obama ""has not reached across party lines to get anything significant done.""",0
1416,Says the Koch brothers funded the fight to let flood insurance premiums soar ... Now theyre spending millions to buy a Senate seat for Bill Cassidy so he can fight for them.,0
1417,Former President Bill Clinton and his Clinton Health Access Initiative (CHAI) distributed watered-down HIV/AIDSdrugs to patients in sub-Saharan Africa.,0
1418,A study of private bail bond systems showed that Wisconsin has a higher no-show rate than other states of defendants skipping court appearances.,0
1419,We have billions in surplus.,0
1420,Says Hillary Clintons plan would tax many small businesses by almost 50 percent.,0
1421,"While the United States has seen its unemployment rate steadily decline, New Jerseys remains nearly two percent higher than the national average and more than a point higher than Connecticut and New York.",1
1422,"In 31 states, decent child care costs more than college tuition.",1
1423,"""We have solved the problem. ... Scientists are now saying leave the nuclear waste where it is.""",0
1424,"Says someone earning $50,000 a year will fare better under his 9-9-9 plan than under the current tax system.",0
1425,"Says the Internal Revenue Service estimated it must hire 16,500 agents at a cost of $10 billion to the taxpayer to enforce the federal health care overhaul.",0
1426,On drilling off the Atlantic coast,0
1427,Says Democratic U.S. Senate candidate Tammy Baldwin ranks as the most liberal member of the House.,1
1428,Says Ted Cruz supports legalizing people who are in this country illegally.,0
1429,Says our economy in New Jersey gets $38 billion from the businesses at the Shore.,0
1430,"There are at least three sectors of the border, one in particular, that are just completely insecure.",0
1431,"We have at least 200,000 to 300,000 hate crimes in a given year.",1
1432,Says your Legislative Assembly was within one vote of enacting each of those bills into Oregon law.,0
1433,Says critics called the original GI Bill welfare.,0
1434,The top 1 percent (of income earners) paid 36.7 percent (of the taxes). ... The top 50 percent pay 97.7 percent.,1
1435,Milwaukee has the second-highest number of children recovered from sex trafficking.,0
1436,"""What they will do is socialized medicine.""",0
1437,"""I didn't endorse"" the federal stimulus bill.",0
1438,Says Wisconsin Gov. Scott Walker doesnt make his calendar public -- hes on our dime and we dont know where he is.,1
1439,The stimulus has not created one private sector job.,0
1440,What is the maximum number of students allowed in your classroom? ... 30 or more!,1
1441,Says the Central Ohio Human Trafficking Task Force is the first task force of its kind in Central Ohio,1
1442,A bill before the Georgia General Assembly would make presidential candidates meet citizenship requirements that are not in the U.S. Constitution.,1
1443,"""PWNED: House GOP Dominates Twitter, YouTube, Social Media in Congress.""",1
1444,"Americans ""have never paid more for gas at the pump.""",0
1445,Virginia papers called (Scott) Rigells campaign Mostly False.,0
1446,Says she has opposed measures to weaken the Dodd-Frank Wall Street regulatory bill and campaign-finance legislation when they were offered as stand-alone bills.,1
1447,"Says that if Texas, California and New York all voted for Democratic presidential nominees, it would be mathematically impossible for Republicans to elect a president.",0
1448,Says close to 90 percent of the population growth in Texas over the last decade was non-Anglo.,1
1449,"A bipartisan background check amendment outlawed any (gun) registry. Plain and simple, right there in the text.",1
1450,Says Wisconsin Gov. Scott Walker eliminated cancer screenings for uninsured women and offered no alternatives.,0
1451,"Says in regard to providing more tax cuts for the rich, Bill Pascrell said, Republicans had great ideas. I liked some of their ideas.",0
1452,"John McCain ""voted against the Bush tax cuts, both times.""",1
1453,"The average student debt coming out of the University of Wisconsin-Madison is something like 28,000 dollars.",1
1454,Due to a flaw in the 1995 Outer Continental Shelf Deep Water Royalty Relief Act numerous oil companies are now drilling in the Gulf of Mexico in federal lands and paying no royalties to the federal government.,1
1455,Says Hillary Clinton voted for virtually every trade agreement that has cost the workers of this country millions of jobs.,1
1456,Says Rep. John Katko promised he wouldnt vote to defund Planned Parenthood and since hes been in office hes done that four times,1
1457,Says Los Angeles Clippers owner Donald Sterling is a Democrat.,0
1458,FACT: the special assistant in @johnkasichs office makes over three times more than an average #OH firefighter,1
1459,"Obama's wife said her goal in life was to put the black community ""first and foremost.""",1
1460,Money towards the Ebola vaccine is basically cut in half to what it was. More cuts are coming under the congressional sequester.,1
1461,"Says state Sen. Randy Hopper, R-Fond du Lac, unlike typical taxpayers, didnt pay taxes",0
1462,"New school testing standards will consume approximately twenty days of testing for elementary, middle and high school students.",1
1463,"Obama voted for ""tax subsidies and giveways"" that have slowed oil companies from pursuing clean energy sources.",0
1464,Says Katie McGintyactually agrees with Hillary Clinton and the most liberal wing of the Democrats on everything.,1
1465,Says a Bureau of Labor Statistics report attributed a sharp increase in work-related fatalities to increasing numbers of employees and drivers could not read or understand warning signs in English.,0
1466,Almost every country on Earth sees America as stronger and more respected today than they did eight years ago when I took office.,1
1467,"Wisconsin is not as obese as the national average is. The national average, 35.7 percent of the population is obese. In Wisconsin, its closer to 26 percent.",0
1468,On auditing the Federal Reserve,1
1469,Seven more people will die each and every day until the Legislature ratifies these (pain clinic) rules that are being approved by the Board of Medicine and the Department of Health.,1
1470,"The poverty rate for families in which a husband and a wife work is 5 percent, but in families headed by one person its 30 percent today.",1
1471,"The Mormon religion has ""a plan that will see the Constitution thrown out and replaced by a theocracy.""",0
1472,"Florida ranks ""45th out of 50 states'' for its regulatory climate for business.",1
1473,Ukraine voluntarily gave up its nuclear weapons because the United States of America said it would ensure (its) territorial integrity from Russia.,0
1474,Legislation being considered in Texas would strip the salaries and pensions of clerks who issue marriage licenses to same-sex couples even if the Supreme Court strikes down Texas marriage ban later this year.,1
1475,Says families now pay out 40 percent of their income to taxes.,0
1476,Says Hillary Clinton negotiated the first agreement ever where China and India officially committed to reduce their emissions.,1
1477,"The incoming Republican freshman class well, its no ordinary group: nearly half of its roughly 80 members have never served in elective office before.",0
1478,"More than 1,000 people ... move to Texas every day.",1
1479,You've heard endlessly about waterboarding. It happened to three terrorists.,1
1480,"In the past three years, we have prosecuted or brought more cases on access to public records than in the previous 12 years combined.",1
1481,"Says nobody in higher education believes Gov. Rick Perrys proposal to serve up $10,000 college degrees is possible.",0
1482,"""Crime is down in Arizona.""",1
1483,We have to recognize that our salaries for faculty are the lowest in New England with the exception of the University of Maine.,1
1484,There was just about zero press coverage of the 2007 Bush White House email controversy.,0
1485,"Says Rick Perry is spending more money than the state takes in, covering his deficits with record borrowing.",0
1486,"Says Wendy Davis, born into difficult circumstances, was the daughter of a single mother and a teenage mother herself.",1
1487,"Says under Mitt Romney, Medicare could end as we know it, leaving Julia with nothing but a voucher to buy insurance, which means $6,350 extra per year for a similar plan.",0
1488,Preventive care does not save the government money.,1
1489,The 2013-15 state budget backed by Gov. Scott Walker and Republican lawmakers left our technical colleges funded at 1989 levels.,1
1490,"The city of Atlanta has one of the highest lesbian, gay, bisexual and transgender populations per capita, ranking third among major American cities.",1
1491,"Says Abraham Lincoln tried to buy slavesfreedom in border states, but the states all rejected it.",1
1492,"You see a whole bunch of Korean cars here in the United States, and you dont see any American cars in Korea.",1
1493,"""The ABA's own criteria for a judicial nominee call for, among other things, at least 12 years' experience in the practice of law, and they mean actual practice of law.""",1
1494,A 5-cent charge on paper bags is a tax.,0
1495,"Obama ""says he'll raise taxes on electricity.""",0
1496,Says U.N. arms treaty will mandate a new international gun registry.,0
1497,Says Rick Scott didnt even come to his own education summit. But he did take time to go to the tea party convention the same week.,1
1498,Florida has the third most-regressive tax structure.,1
1499,Eleven states have enacted these pay-to-play reforms.,1
1500,"Says that as a U.S. senator, Russ Feingold voted against authorizing our military 11 separate times.",1
1501,"With the tax controls we already put in place, property taxes on a typical home in December of 2014 will actually be lower than they were in December of 2010.",1
1502,The 9-9-9 plan does not raise taxes on those that are making the least.,0
1503,I did not support the sequester.,1
1504,Says U.S. Rep. Debbie Wasserman Schultz voted to cut off Floridas veterans and their benefits.,0
1505,"If you look at what weve done over the last several years, the crime rate has actually gone down in [Providence] and . . . the number of shootings has been going down.",1
1506,"There are at least 23 countries that refuse to take their people back after theyve been ordered to leave the United States, including large numbers of violent criminals.",1
1507,Says Jeff Wentworth was the only Republican to vote against the Texas measure requiring women to have a sonogram before receiving an abortion.,1
1508,Stephen Zappala is the only DA in our state to convict an on-duty police officer of criminal homicide.,1
1509,Says the federal government borrows almost $60 billion per week.,0
1510,Clayton County offers the lowest operating millage rate in Metro Atlanta.,0
1511,"As CFO, Alex Sink oversaw a $27 billion loss in the states pension fund.",1
1512,"""As bank president, Alex Sink eliminated thousands of Florida jobs while taking over $8 million in salary and bonuses.""",1
1513,Says New Jersey has the most educated population of all the states in this country.,1
1514,"The Wisconsin law repealed by Republicans, which allowed discriminated workers to sue in state court, was kind of a gravy train for lawyers.",0
1515,"Over the past twenty years, the number of homicides committed with a firearm in the United States has decreased by nearly 40 percent. The number of other crimes involving the use of a firearm has also plummeted, declining by nearly 70 percent.",1
1516,Says Obama opposes offshore drilling and a gas tax holiday.,1
1517,"Says right now, we have more military spending than the next 10, 11, 12 countries combined.",1
1518,"Remember that developers are forced to use the 195 land union contractors, so tap an extra $10 million into any construction project.",0
1519,Says New Jersey Devils managing partner Jeff Vanderbeek took us into arbitration.,0
1520,Says a federal judge sanctions Tennessee birther lawyer for bringing a frivolous lawsuit.,1
1521,"""Due to ... tax cuts and lower (property) values, 2009 property taxes were almost $3 billion below 2007 property taxes.""",1
1522,"Food stamp spending doubled under President Bush, doubled again under President Obama.",1
1523,On counting state budget shortfalls,0
1524,Were losing now over $500 billion a year in terms of imbalance with China.,0
1525,"Today in America, between 40 and 50 percent of all African-American babies, virtually 1-in-2, are killed before they are born.",0
1526,Women in Barack Obamas White House are earning less than men.,1
1527,Says that the new financial services law requires 358 regulatory filings.,1
1528,"Marco Rubio was ""subpoenaed.""",1
1529,Between 1982 and 2007 the cost of a college education increased 439 percent.,1
1530,"As governor, in the face of partisan attacks, (Charlie Crist) had the courage to save jobs and lead his state into economic recovery.",1
1531,Most tips left at Dunkin Donuts dont go to employees.,0
1532,"It is senior citizens, not Hispanics, who are the fastest-growing demographic in this country.",0
1533,On banning assault weapons.,0
1534,Says murder is the chief cause of death for pregnant women.,0
1535,On a single-payer healthcare system,1
1536,Says his administration has created 5 million jobs over the last 30 months in the private sector alone.,1
1537,The U.S. loses more on tax breaks than it collects in personal income taxes.,1
1538,"Four balanced budgets in a row, with no new taxes for anyone. The best job growth in 12 years. Nearly 130,000 new private-sector jobs. Merit pay to reward New Jerseys best teachers, and the most education funding ever.",1
1539,"Says Joe Biden said Jon Corzine is the smartest guy that I know, in terms of the economy and on finance, I really mean this.",1
1540,"""Taxpayer-funded benefits to illegals"" in California are ""a skyrocketing cost under Obamacare.""",0
1541,"Should Democrats get their way, every income tax bracket will increase on Jan. 1, 2011. Every single one.",0
1542,"Parents and teachers are already worrying about what they call the Trump Effect. They report that bullying and harassment are on the rise in our schools, especially targeting students of color, Muslimsand immigrants.",1
1543,Blocking a U.S. Supreme Court nomination during the remaining months of President Obamas term would leave the nations highest court with an unprecedented year-long vacancy.,0
1544,Jeanne Shaheen was principally involved in a plot with Lois Lerner and President Barack Obamas political appointee at the IRS to lead a program of harassment against conservative nonprofit groups during the 2012 election,0
1545,Says King Street Patriots held a fundraiser featuring an author who believes that registering the poor to vote is un-American.,1
1546,I was one of about a dozen (senators) who voted against the Bridge to Nowhere.,1
1547,On whether to run for the U.S. Senate as an independent.,0
1548,Says Romney had the uniforms for the 2002 Winter Olympic games made in Burma.,0
1549,"""With one stroke of his pen, President Bush has denied health insurance to 3.8 million kids who were due to get it under this bipartisan expansion of the Children's Health Insurance Program.""",1
1550,"Says With nearly 75 percent of Americans supportive of the construction of the pipeline, Schrader needs to explain to Oregon families why he voted against this needed project.",1
1551,Libya supplies the oil for China. We get no oil from Libya.,0
1552,There is a Republican plan to end Medicare.,0
1553,"""Currently we have some 40-45% of Americans who are not paying any taxes.""",0
1554,Says CNN deleted an online poll showing Bernie Sanders won the first Democratic presidential debate to help out Hillary Clinton.,0
1555,"""Casualties and deaths are at (their) lowest point since literally the beginning"" of the war.",1
1556,Claims Wisconsin Senate Majority Leader Scott Fitzgerald said: It is necessary to eliminate unions in order to balance future budgets.,0
1557,Any government-run 'public' plan ... forces more employers to drop employee coverage due to rising costs and pay an additional 8% payroll tax for each worker.,0
1558,Congress is a very special group of people. More than 80 percent of them never left the United States.,0
1559,Says he banned texting while driving in Austin.,1
1560,The state budget has gone up over 80 percent under Rick Perry.,1
1561,"While Romney was a director of the Damon Corporation, the company was defrauding Medicare of millions.",1
1562,Says Barack Obama supported Ted Kennedys ammo ban to outlaw all deer-hunting ammunition.,0
1563,Paul Ryan would outlaw in vitro fertilization.,1
1564,"Says Marco Rubio voted against every bill that would have helped keep our families safe. He even voted against a bipartisan measure, introduced by a Republican, to prevent people on the no-fly list from purchasing guns.",0
1565,An account of attacks in Benghazi written by former White House press secretary Dee Dee Myers shows that the body of U.S. Ambassador to Libya Christopher Stevens was dragged through the streets and abused.,0
1566,The State of Texas is funding womens health services at historically high levels; they just increased their level another $50 million for the next two years.,1
1567,Says Tennessees higher education funding model is 100 percent outcomes-based and we are already seeing this model changing the way our postsecondary institutions do business.,1
1568,"Without a Medicaid expansion, 275,000 more Ohioans could be getting their primary care in emergency rooms, costing everybody a lot of money.",1
1569,"""The truth is any oil that would be drilled could be sent to any other country in the world, reducing our use of foreign oil not by one single drop.""",1
1570,Says a Senate resolution would restore $140 in monthly general assistance payments and prevent people from committing crime.,0
1571,"When President Bush took office in 2001, he inherited a $236 billion budget surplus, with a projected 10-year surplus of $5.6 trillion. When he ended his term, he left a $1.3 trillion deficit and a projected 10-year shortfall of $8 trillion.",1
1572,Rhode Islanders pay among the highest auto repair bills in the nation.,1
1573,John McCain has seven houses.,1
1574,"Barack Obama said ""people making less than $250,000 would benefit from his plan"" then said ""if you're a family making less than $200,000, you'll benefit.""",1
1575,"Before President Obama acted in Libya in 2011, the American people were opposed to military action by 35 to 60. After he took action, they were in support of it 54 to 43.",1
1576,On running for re-election to U.S. Senate,0
1577,"The Portland-Milwaukie Light Rail Transit Project has created 1,525 direct jobs as of June 11, 2012.",1
1578,"The fact that one town has three lanes dedicated to it, that kind of gets me sauced.",0
1579,"Independent analysts found that Trumps tax plan, given to the wealthy and big corporations, would rack up $30 trillion in debt.",1
1580,Overdosing is now the number one accidental killer in our Commonwealth.,1
1581,Toledo Mayor Mike Bell (once) lost his job as a firefighter because his city ran out of money.,1
1582,"In South Carolina, women earn 76 cents on the dollar to mens earnings.",1
1583,Says the Panhandle has had its highest-ever bed tax collections in 2011.,1
1584,Says MAX carries 30 percent of evening rush-hour commuters traveling from Downtown on the Sunset and Banfield freeways.,1
1585,On whether he wants to be vice president.,0
1586,Theres no negative advertising in my campaign at all.,0
1587,Mark Kirk: Lied about going to war. Opposed middle class tax cuts. And said unemployments not that big an issue.,0
1588,"Says Hillary Clinton told the Des Moines Register on Aug. 8, 2015:I will get the NRA shut down for good if I become president. If we can ban handguns, we will do it.",0
1589,To deprive underprivileged children of a meat-based protein during school lunch is most likely depriving them of their only source of protein for the day.,0
1590,"Says Allen West helped thwart a terrorist plot by shooting a gun in the direction of an Iraqi detainee, then reported the incident to his superior and said it was wrong.",1
1591,"The Dog Meat Festival in Yulin, China, threatens global public health.",0
1592,Says Republican candidates in key Wisconsin Assembly races side with those who want to privatize Social Security -- and risk our retirements on Wall Street.,0
1593,Finance experts estimate that paying in cash for the $2.5 billion in projects funded by the sales tax saved Gwinnett County more than $1 billion in interest payments.,1
1594,"During Sherrod Browns past decade as a D.C. politician, more than one out of every four jobs that has left America, left from Ohio. ... Sherrod Brown will own these horrendous Ohio job numbers next year.",1
1595,Says Milwaukee County district attorney candidate Verona Swanigan has worked as a prosecutor.,0
1596,Georgia has saved $20 million through changes in criminal sentencing.,1
1597,About two-thirds of all consumption is services. . . It was just the opposite when the sales tax was enacted in the 30s.,1
1598,"We never had an earthquake in Youngstown until John Kasich was elected Governor,",1
1599,My office is about a 300-step walk to the governors office.,1
1600,Says Donald Trump has the second-highest disapproval ratings of anyone running for president.,0
1601,Sherrod Brown has been running for public office since Richard Nixon was president.,1
1602,The Ryan budget gets rid of Medicare in 10 years and turns it into a voucher program.,0
1603,On assault weapon violence: Ducks have more protection than people in Virginia.,0
1604,The increase in the garbage tax that [Mayor Allan Fung] imposed in Cranston for some people has been as much as $200.,0
1605,"As state Commerce secretary, Mary Burke drafted, sponsored and promoted budgets that raised taxes by billions, created high structural deficits and raided funds to finance huge spending hikes.",0
1606,There are high administrative costs when you donate to Haiti relief through the White House Web site.,0
1607,Says Hillary Clinton wants to let people just pour in. You could have 650 million people pour in and we do nothing about it. Think of it. Thats what could happen. You triple the size of our country in one week.,0
